"CompanyName";"CompanyNumber";"RegAddress.CareOf";"RegAddress.POBox";"RegAddress.AddressLine1";"RegAddress.AddressLine2";"RegAddress.PostTown";"RegAddress.County";"RegAddress.Country";"RegAddress.PostCode";"CompanyCategory";"CompanyStatus";"CountryOfOrigin";"DissolutionDate";"IncorporationDate";"Accounts.AccountRefDay";"Accounts.AccountRefMonth";"Accounts.NextDueDate";"Accounts.LastMadeUpDate";"Accounts.AccountCategory";"Returns.NextDueDate";"Returns.LastMadeUpDate";"Mortgages.NumMortCharges";"Mortgages.NumMortOutstanding";"Mortgages.NumMortPartSatisfied";"Mortgages.NumMortSatisfied";"SICCode.SicText_1";"SICCode.SicText_2";"SICCode.SicText_3";"SICCode.SicText_4";"LimitedPartnerships.NumGenPartners";"LimitedPartnerships.NumLimPartners";"URI";"PreviousName_1.CONDATE";"PreviousName_1.CompanyName";"PreviousName_2.CONDATE";"PreviousName_2.CompanyName";"PreviousName_3.CONDATE";"PreviousName_3.CompanyName";"PreviousName_4.CONDATE";"PreviousName_4.CompanyName";"PreviousName_5.CONDATE";"PreviousName_5.CompanyName";"PreviousName_6.CONDATE";"PreviousName_6.CompanyName";"PreviousName_7.CONDATE";"PreviousName_7.CompanyName";"PreviousName_8.CONDATE";"PreviousName_8.CompanyName";"PreviousName_9.CONDATE";"PreviousName_9.CompanyName";"PreviousName_10.CONDATE";"PreviousName_10.CompanyName";"ConfStmtNextDueDate";"ConfStmtLastMadeUpDate"
"20:20 FINANCIAL PLANNING LTD";"15138838";"";"";"1 BIRCH PARK";"BROCKHOLES";"HOLMFIRTH";"";"ENGLAND";"HD9 7BJ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-14";30;9;"14/06/2025";"";"NO ACCOUNTS FILED";"12/10/2024";"";0;0;0;0;"64205 - Activities of financial services holding companies";"";"";"";0;0;"http://business.data.gov.uk/id/company/15138838";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/09/2024";""
"20TH SEPT STAFFING LTD";"15144438";"";"";"172A WEST WYCOMBE ROAD";"";"HIGH WYCOMBE";"BUCKINGHAMSHIRE";"UNITED KINGDOM";"HP12 3AP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-18";30;9;"18/06/2025";"";"NO ACCOUNTS FILED";"16/10/2024";"";0;0;0;0;"78200 - Temporary employment agency activities";"87100 - Residential nursing care facilities";"87200 - Residential care activities for learning difficulties, mental health and substance abuse";"87300 - Residential care activities for the elderly and disabled";0;0;"http://business.data.gov.uk/id/company/15144438";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"06/10/2024";"22/09/2023"
"20TWENTY CONSTRUCTION LIMITED";"15147218";"";"";"6 CHARLOTTE STREET";"";"BATH";"";"ENGLAND";"BA1 2NE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"41202 - Construction of domestic buildings";"";"";"";0;0;"http://business.data.gov.uk/id/company/15147218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"21 CARPENTRY LIMITED";"15169628";"";"";"254 UPPER SHOREHAM ROAD";"";"SHOREHAM-BY-SEA";"";"ENGLAND";"BN43 6BF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-27";30;9;"27/06/2025";"";"NO ACCOUNTS FILED";"25/10/2024";"";0;0;0;0;"43320 - Joinery installation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15169628";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10/10/2024";""
"21 CENTURY DESIGN & BUILD LTD";"15138048";"";"";"1 PARKHILL ROAD";"";"SIDCUP";"";"ENGLAND";"DA15 7NW";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-14";30;9;"14/06/2025";"";"NO ACCOUNTS FILED";"12/10/2024";"";0;0;0;0;"41100 - Development of building projects";"";"";"";0;0;"http://business.data.gov.uk/id/company/15138048";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/09/2024";""
"21 CLINIC EQUIPMENT AND TRAINING LIMITED";"15156223";"";"";"PENROSE HOUSE";"67 HIGHTOWN ROAD";"BANBURY";"OXFORDSHIRE";"UNITED KINGDOM";"OX16 9BE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-22";31;3;"31/12/2024";"";"NO ACCOUNTS FILED";"20/10/2024";"";0;0;0;0;"46690 - Wholesale of other machinery and equipment";"96090 - Other service activities n.e.c.";"";"";0;0;"http://business.data.gov.uk/id/company/15156223";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"05/10/2024";""
"21 GRIMSTON GARDENS FLAT MANAGEMENT CO LTD";"15163450";"";"";"FLAT 2 FLAT 2";"21 GRIMSTON GARDENS";"FOLKESTONE";"";"ENGLAND";"CT20 2PU";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-25";31;3;"31/12/2024";"";"NO ACCOUNTS FILED";"23/10/2024";"";0;0;0;0;"68209 - Other letting and operating of own or leased real estate";"68320 - Management of real estate on a fee or contract basis";"";"";0;0;"http://business.data.gov.uk/id/company/15163450";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"08/10/2024";""
"21 ROOMS LIMITED";"15143159";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-17";30;9;"17/06/2025";"";"NO ACCOUNTS FILED";"15/10/2024";"";0;0;0;0;"43341 - Painting";"";"";"";0;0;"http://business.data.gov.uk/id/company/15143159";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/09/2024";""
"211 LTD";"15166616";"";"";"86-90 PAUL STREET";"";"LONDON";"";"ENGLAND";"EC2A 4NE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-26";30;9;"26/06/2025";"";"NO ACCOUNTS FILED";"24/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15166616";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"09/10/2024";""
"214 - 242 VERT HOUSE RTM COMPANY LIMITED";"15119348";"";"";"UNIT 27 COLCHESTER ROAD";"HEYBRIDGE";"MALDON";"";"ENGLAND";"CM9 4GD";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"68320 - Management of real estate on a fee or contract basis";"";"";"";0;0;"http://business.data.gov.uk/id/company/15119348";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"216 BOOTH LANE FREEHOLD LIMITED";"15172337";"";"";"THE OAKLEY";"KIDDERMINSTER ROAD";"DROITWICH";"";"ENGLAND";"WR9 9AY";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-28";30;9;"28/06/2025";"";"NO ACCOUNTS FILED";"26/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15172337";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/10/2024";""
"21A FOLEY STREET LIMITED";"15147188";"";"";"FLAT 1-3";"21A FOLEY STREET";"LONDON";"";"UNITED KINGDOM";"W1W 6DS";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15147188";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"21PLUSCARS LTD";"15142767";"";"";"74A OSMASTON ROAD";"";"DERBY";"DERBYSHIRE";"ENGLAND";"DE1 2HZ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-17";30;9;"17/06/2025";"";"NO ACCOUNTS FILED";"15/10/2024";"";0;0;0;0;"77110 - Renting and leasing of cars and light motor vehicles";"";"";"";0;0;"http://business.data.gov.uk/id/company/15142767";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/09/2024";""
"21ROOT LIMITED";"15148777";"";"";"FLAT 50 ELLISON HOUSE";"LEWISHAM ROAD";"LONDON";"";"ENGLAND";"SE13 7NB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"68100 - Buying and selling of own real estate";"81210 - General cleaning of buildings";"93199 - Other sports activities";"";0;0;"http://business.data.gov.uk/id/company/15148777";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"21ST CENTURY DESIGN & BUILD LTD";"15138430";"";"";"1 PARKHILL ROAD";"";"SIDCUP";"";"ENGLAND";"DA15 7NW";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-14";30;9;"14/06/2025";"";"NO ACCOUNTS FILED";"12/10/2024";"";0;0;0;0;"41202 - Construction of domestic buildings";"";"";"";0;0;"http://business.data.gov.uk/id/company/15138430";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/09/2024";""
"21ST CENTURY GROUP LTD";"15174946";"";"";"128 CITY ROAD";"";"LONDON";"";"UNITED KINGDOM";"EC1V 2NX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-29";30;9;"29/06/2025";"";"NO ACCOUNTS FILED";"27/10/2024";"";0;0;0;0;"41202 - Construction of domestic buildings";"";"";"";0;0;"http://business.data.gov.uk/id/company/15174946";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10/2024";""
"21SY LIMITED";"15142509";"";"";"4 MOOR VIEW DRIVE";"";"BRADFORD";"";"ENGLAND";"BD3 0PD";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-16";30;9;"16/06/2025";"";"NO ACCOUNTS FILED";"14/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15142509";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"29/09/2024";""
"22 AGENCY LTD";"15109858";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-01";30;9;"01/06/2025";"";"NO ACCOUNTS FILED";"29/09/2024";"";0;0;0;0;"58190 - Other publishing activities";"58290 - Other software publishing";"61900 - Other telecommunications activities";"";0;0;"http://business.data.gov.uk/id/company/15109858";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/09/2024";""
"22002 LTD";"15140564";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"63990 - Other information service activities n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15140564";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"221 ENDEVOR LTD";"15110309";"";"";"14 FEARNVILLE ESTATE";"";"CLEVEDON";"";"ENGLAND";"BS21 6PX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-01";30;9;"01/06/2025";"";"NO ACCOUNTS FILED";"29/09/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"86101 - Hospital activities";"";"";0;0;"http://business.data.gov.uk/id/company/15110309";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/09/2024";""
"229 ALEXANDRA AVENUE LTD";"15172029";"";"";"167 PURLEY OAKS ROAD";"SANDERSTEAD";"SOUTH CROYDON";"SURREY";"ENGLAND";"CR2 0NZ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-28";30;9;"28/06/2025";"";"NO ACCOUNTS FILED";"26/10/2024";"";0;0;0;0;"68320 - Management of real estate on a fee or contract basis";"";"";"";0;0;"http://business.data.gov.uk/id/company/15172029";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/10/2024";""
"23 FITNESS CONSULTING LIMITED";"15155804";"";"";"STATION HOUSE STATION APPROACH";"EAST HORSLEY";"LEATHERHEAD";"SURREY";"UNITED KINGDOM";"KT24 6QX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-22";30;9;"22/06/2025";"";"NO ACCOUNTS FILED";"20/10/2024";"";0;0;0;0;"85510 - Sports and recreation education";"";"";"";0;0;"http://business.data.gov.uk/id/company/15155804";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"05/10/2024";""
"23 LANGSIDE AVENUE MANAGEMENT LIMITED";"15161370";"";"";"14 FABIAN ROAD";"";"LONDON";"";"ENGLAND";"SW6 7TZ";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-25";30;9;"25/06/2025";"";"NO ACCOUNTS FILED";"23/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15161370";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"08/10/2024";""
"23 MAINTENANCE LIMITED";"15177451";"";"";"75 SPRINGFIELD ROAD";"";"CHELMSFORD";"ESSEX";"ENGLAND";"CM2 6JB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"81100 - Combined facilities support activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15177451";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"23 SPA HILL LIMITED";"15154165";"";"";"23 SPA HILL";"UPPER NORWOOD";"LONDON";"";"ENGLAND";"SE19 3TW";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-21";30;9;"21/06/2025";"";"NO ACCOUNTS FILED";"19/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15154165";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"04/10/2024";""
"234 INVESTMENTS LTD";"15172122";"";"";"ALDERMANS PLACE HEATH LANE";"WOBURN SANDS";"MILTON KEYNES";"";"ENGLAND";"MK17 8TN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-28";30;9;"28/06/2025";"";"NO ACCOUNTS FILED";"26/10/2024";"";0;0;0;0;"68100 - Buying and selling of own real estate";"";"";"";0;0;"http://business.data.gov.uk/id/company/15172122";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/10/2024";""
"239 QUEENSTOWN ROAD FREEHOLD LTD";"15126911";"";"";"239C QUEENSTOWN ROAD";"";"LONDON";"";"ENGLAND";"SW8 3NP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-10";30;9;"10/06/2025";"";"NO ACCOUNTS FILED";"08/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15126911";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/09/2024";""
"23BURTONROAD MANAGEMENT COMPANY LTD";"15121398";"";"";"23 BURTON ROAD";"KILBURN";"LONDON";"LONDON";"ENGLAND";"NW6 7LL";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-07";30;9;"07/06/2025";"";"NO ACCOUNTS FILED";"05/10/2024";"";0;0;0;0;"68209 - Other letting and operating of own or leased real estate";"98000 - Residents property management";"";"";0;0;"http://business.data.gov.uk/id/company/15121398";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/09/2024";""
"23DAMS LTD";"15120568";"";"";"124-128 CITY ROAD";"";"LONDON";"";"UNITED KINGDOM";"EC1V 2NX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"62020 - Information technology consultancy activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15120568";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"23DOTNET LTD";"15156754";"";"";"20 WENLOCK ROAD";"";"LONDON";"";"ENGLAND";"N1 7GU";"Private Limited Company";"Active - Proposal to Strike off";"United Kingdom";"";"2023-09-22";30;9;"22/06/2025";"";"NO ACCOUNTS FILED";"20/10/2024";"";0;0;0;0;"63120 - Web portals";"";"";"";0;0;"http://business.data.gov.uk/id/company/15156754";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"05/10/2024";""
"24 CLEANERS FOR ALL LTD";"15123253";"";"";"12 BOLTON RISE";"";"TIPTON";"";"ENGLAND";"DY4 0WE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-07";30;9;"07/06/2025";"";"NO ACCOUNTS FILED";"05/10/2024";"";0;0;0;0;"81210 - General cleaning of buildings";"";"";"";0;0;"http://business.data.gov.uk/id/company/15123253";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/09/2024";""
"24 GLEBE PLACE LTD";"15134192";"";"";"LOWER GROUND FLOOR WEST";"17 NOTTINGHAM STREET";"LONDON";"";"ENGLAND";"W1U 5EW";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"68100 - Buying and selling of own real estate";"68209 - Other letting and operating of own or leased real estate";"";"";0;0;"http://business.data.gov.uk/id/company/15134192";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"24 KARAK EXPRESS LIMITED";"15144053";"";"";"125 WHITECHAPEL ROAD";"";"LONDON";"";"ENGLAND";"E1 1DT";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-18";30;9;"18/06/2025";"";"NO ACCOUNTS FILED";"16/10/2024";"";0;0;0;0;"56103 - Take-away food shops and mobile food stands";"";"";"";0;0;"http://business.data.gov.uk/id/company/15144053";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"01/10/2024";""
"24 LIFESTYLE AND PERFORMANCE LIMITED";"15140442";"";"";"72 ELSTREE GARDENS";"";"BELVEDERE";"";"";"DA17 5DN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"93130 - Fitness facilities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15140442";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"24 LOCKSMITH LTD";"15134991";"";"";"9 GARDEN TERRACE";"";"DEWSBURY";"";"ENGLAND";"WF13 3HD";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"43290 - Other construction installation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15134991";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"24 PL LTD";"15178733";"";"";"24 ALLPORT LANE PRECINCT";"";"WIRRAL";"";"UNITED KINGDOM";"CH62 7HP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"56101 - Licensed restaurants";"";"";"";0;0;"http://business.data.gov.uk/id/company/15178733";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"24-MAG LTD";"15120137";"";"";"284 CHASE ROAD A BLOCK UNIT 436";"2ND FLOOR";"LONDON";"";"UNITED KINGDOM";"N14 6HF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15120137";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"24/7 AIRPORT SOLUTIONS LTD";"15125864";"";"";"25 ALTHORNE WAY";"";"DAGENHAM";"";"ENGLAND";"RM10 7FT";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"49320 - Taxi operation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15125864";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"24/7 EMERGENCY NORTH EAST PLUMBING SERVICES LTD";"15118118";"";"";"149 FARNDALE ROAD";"";"NEWCASTLE UPON TYNE";"TYNE AND WEAR";"UNITED KINGDOM";"NE4 8TX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"96030 - Funeral and related activities";"96040 - Physical well-being activities";"96090 - Other service activities n.e.c.";"";0;0;"http://business.data.gov.uk/id/company/15118118";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"24/7 HOLIDAYS LTD";"15162001";"";"";"44 BASSETT ROAD";"";"WOKING";"";"ENGLAND";"GU22 8ET";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-25";30;9;"25/06/2025";"";"NO ACCOUNTS FILED";"23/10/2024";"";0;0;0;0;"79110 - Travel agency activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15162001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"08/10/2024";""
"24/7 HUSTLE LIMITED";"15125050";"";"";"182 PARRS WOOD ROAD";"";"MANCHESTER";"";"ENGLAND";"M20 4RG";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15125050";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"24/7 NIGHTS LIMITED";"15146549";"";"";"UNIT A 82 JAMES CARTER ROAD";"MILDENHALL";"SUFFOLK";"";"UNITED KINGDOM";"IP28 7DE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"55100 - Hotels and similar accommodation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15146549";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"24/7 PRIVATE HIRE RENTAL LTD";"15162417";"";"";"OFFICE 3  FLOOR B 214-218 HERBERT ROAD";"SMALL HEATH";"BIRMINGHAM";"WESTMIDLANDS";"ENGLAND";"B10 0PR";"Private Limited Company";"Active - Proposal to Strike off";"United Kingdom";"";"2023-09-25";30;9;"25/06/2025";"";"NO ACCOUNTS FILED";"23/10/2024";"";0;0;0;0;"77110 - Renting and leasing of cars and light motor vehicles";"";"";"";0;0;"http://business.data.gov.uk/id/company/15162417";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"08/10/2024";""
"24/7 RECOVER ME LTD";"15174155";"";"";"6 STUART DRIVE";"THETFORD";"NORFOLK";"";"UNITED KINGDOM";"IP24 3GA";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-29";30;9;"29/06/2025";"";"NO ACCOUNTS FILED";"27/10/2024";"";0;0;0;0;"52290 - Other transportation support activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15174155";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/12/2024";"14/12/2023"
"247 MANAGEMENT LIMITED";"15127934";"";"";"THE COURTYARD EARL ROAD";"CHEADLE HULME";"CHEADLE";"";"ENGLAND";"SK8 6GN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-10";30;9;"10/06/2025";"";"NO ACCOUNTS FILED";"08/10/2024";"";0;0;0;0;"70229 - Management consultancy activities other than financial management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15127934";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/09/2024";""
"247 PM LTD";"NI701186";"";"";"216 BARANAILT ROAD";"";"LIMAVADY";"";"NORTHERN IRELAND";"BT49 9LS";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-01";30;9;"01/06/2025";"";"NO ACCOUNTS FILED";"29/09/2024";"";0;0;0;0;"41100 - Development of building projects";"68209 - Other letting and operating of own or leased real estate";"";"";0;0;"http://business.data.gov.uk/id/company/NI701186";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/09/2024";""
"247 SHOPPING LIMITED";"SC781420";"";"";"0/2 9 HERRIET STREET";"";"GLASGOW";"";"SCOTLAND";"G41 2NN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-04";30;9;"04/06/2025";"";"NO ACCOUNTS FILED";"02/10/2024";"";0;0;0;0;"47990 - Other retail sale not in stores, stalls or markets";"";"";"";0;0;"http://business.data.gov.uk/id/company/SC781420";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17/09/2024";""
"247 STAY GREEN LIMITED";"15139998";"";"";"PARKHILL BUSINESS CENTRE";"PADIHAM ROAD";"BURNLEY";"";"ENGLAND";"BB12 6TG";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"43210 - Electrical installation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15139998";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"247 TELECOMMUNICATIONS LTD";"15154041";"";"";"72A TOWNFIELD LANE";"";"FRODSHAM";"CHESHIRE";"UNITED KINGDOM";"WA6 7RL";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-21";30;9;"21/06/2025";"";"NO ACCOUNTS FILED";"19/10/2024";"";0;0;0;0;"61900 - Other telecommunications activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15154041";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"04/10/2024";""
"247 TRADING LTD";"15177147";"";"";"20 WENLOCK ROAD";"";"LONDON";"";"ENGLAND";"N1 7GU";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"63120 - Web portals";"";"";"";0;0;"http://business.data.gov.uk/id/company/15177147";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
