"CompanyName";"CompanyNumber";"RegAddress.CareOf";"RegAddress.POBox";"RegAddress.AddressLine1";"RegAddress.AddressLine2";"RegAddress.PostTown";"RegAddress.County";"RegAddress.Country";"RegAddress.PostCode";"CompanyCategory";"CompanyStatus";"CountryOfOrigin";"DissolutionDate";"IncorporationDate";"Accounts.AccountRefDay";"Accounts.AccountRefMonth";"Accounts.NextDueDate";"Accounts.LastMadeUpDate";"Accounts.AccountCategory";"Returns.NextDueDate";"Returns.LastMadeUpDate";"Mortgages.NumMortCharges";"Mortgages.NumMortOutstanding";"Mortgages.NumMortPartSatisfied";"Mortgages.NumMortSatisfied";"SICCode.SicText_1";"SICCode.SicText_2";"SICCode.SicText_3";"SICCode.SicText_4";"LimitedPartnerships.NumGenPartners";"LimitedPartnerships.NumLimPartners";"URI";"PreviousName_1.CONDATE";"PreviousName_1.CompanyName";"PreviousName_2.CONDATE";"PreviousName_2.CompanyName";"PreviousName_3.CONDATE";"PreviousName_3.CompanyName";"PreviousName_4.CONDATE";"PreviousName_4.CompanyName";"PreviousName_5.CONDATE";"PreviousName_5.CompanyName";"PreviousName_6.CONDATE";"PreviousName_6.CompanyName";"PreviousName_7.CONDATE";"PreviousName_7.CompanyName";"PreviousName_8.CONDATE";"PreviousName_8.CompanyName";"PreviousName_9.CONDATE";"PreviousName_9.CompanyName";"PreviousName_10.CONDATE";"PreviousName_10.CompanyName";"ConfStmtNextDueDate";"ConfStmtLastMadeUpDate"
"1066 COMPETITIONS LTD";"15124408";"";"";"17 PEBSHAM DRIVE";"";"BEXHILL-ON-SEA";"";"ENGLAND";"TN40 2RU";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"45112 - Sale of used cars and light motor vehicles";"47990 - Other retail sale not in stores, stalls or markets";"";"";0;0;"http://business.data.gov.uk/id/company/15124408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"1066 POWDER COATING LTD";"15124980";"";"";"4 EMMANUEL ROAD";"";"HASTINGS";"";"ENGLAND";"TN34 3LB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"43341 - Painting";"";"";"";0;0;"http://business.data.gov.uk/id/company/15124980";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"108 THE BAKERY LIMITED";"15139319";"";"";"3 LATIMER WALK";"";"ROMSEY";"";"ENGLAND";"SO51 8LA";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-14";30;9;"14/06/2025";"";"NO ACCOUNTS FILED";"12/10/2024";"";0;0;0;0;"10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes";"47240 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores";"";"";0;0;"http://business.data.gov.uk/id/company/15139319";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/09/2024";""
"108 THERAPY LIMITED";"15110145";"";"";"83 ROCKBOURNE ROAD";"SHERFIELD-ON-LODDON";"HOOK";"";"ENGLAND";"RG27 0AF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-01";30;9;"01/06/2025";"";"NO ACCOUNTS FILED";"29/09/2024";"";0;0;0;0;"88990 - Other social work activities without accommodation n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15110145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/09/2024";""
"10DREAM18 LTD";"15117284";"";"";"25 OULTON ROAD";"";"LONDON";"";"ENGLAND";"N15 5PY";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-05";31;3;"31/12/2024";"";"NO ACCOUNTS FILED";"03/10/2024";"";0;0;0;0;"81299 - Other cleaning services";"";"";"";0;0;"http://business.data.gov.uk/id/company/15117284";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18/09/2024";""
"10MDC LTD";"15121276";"";"";"2ND FLOOR COLLEGE HOUSE";"17 KING EDWARDS ROAD,";"RUISLIP,";"LONDON,";"UNITED KINGDOM";"HA4 7AE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-07";30;9;"07/06/2025";"";"NO ACCOUNTS FILED";"05/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15121276";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/09/2024";""
"10OVER10 EVENT LIMITED";"15175053";"";"";"10 DRAGONFLY CLOSE";"";"SALFORD";"";"ENGLAND";"M7 1BH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-29";30;9;"29/06/2025";"";"NO ACCOUNTS FILED";"27/10/2024";"";0;0;0;0;"86101 - Hospital activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15175053";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10/2024";""
"11 ASHLAKE ROAD LIMITED";"15172776";"";"";"ROCKBOURNE HOUSE";"100 HIGH STREET";"ALTON";"HAMPSHIRE";"UNITED KINGDOM";"GU34 1ER";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-28";30;9;"28/06/2025";"";"NO ACCOUNTS FILED";"26/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15172776";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/10/2024";""
"11 CALLOW STREET (FREEHOLD) LIMITED";"15118353";"";"";"BANK CHAMBERS";"93 LAPWING LANE";"DIDSBURY";"LANCASHIRE";"UNITED KINGDOM";"M20 6UR";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15118353";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"11 MOTORS LTD";"15135003";"";"";"20 MONKS ROAD";"";"COVENTRY";"";"ENGLAND";"CV1 2BY";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"45112 - Sale of used cars and light motor vehicles";"";"";"";0;0;"http://business.data.gov.uk/id/company/15135003";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"11 S PROPERTIES LTD";"SC783481";"";"";"20 BELFORD AVENUE";"";"EDINBURGH";"";"SCOTLAND";"EH4 3EJ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-22";30;9;"22/06/2025";"";"NO ACCOUNTS FILED";"20/10/2024";"";0;0;0;0;"68209 - Other letting and operating of own or leased real estate";"";"";"";0;0;"http://business.data.gov.uk/id/company/SC783481";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"05/10/2024";""
"11 SKYRROLD ROAD LTD";"15175347";"";"";"STONEYCROFT CAPLER LANE";"FOWNHOPE";"HEREFORD";"";"UNITED KINGDOM";"HR1 4PJ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-29";30;9;"29/06/2025";"";"NO ACCOUNTS FILED";"27/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15175347";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10/2024";""
"11-26 BURLINGTON COURT RTM COMPANY LTD";"15159061";"";"";"46 ROBIN PLACE";"PORTISHEAD";"BRISTOL";"";"ENGLAND";"BS20 7PX";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-23";30;9;"23/06/2025";"";"NO ACCOUNTS FILED";"21/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15159061";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"06/10/2024";""
"11.11 ANGEL PROPERTY WINGS LTD";"15119504";"";"";"98 BLACKTHORN DRIVE";"";"HUDDERSFIELD";"";"ENGLAND";"HD3 3SB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"41100 - Development of building projects";"";"";"";0;0;"http://business.data.gov.uk/id/company/15119504";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"11/11 DESIGN STUDIO LTD";"15142956";"";"";"GELLS FARM BUNGALOW MURTON WAY";"OSBALDWICK";"YORK";"";"ENGLAND";"YO19 5UN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-17";30;9;"17/06/2025";"";"NO ACCOUNTS FILED";"15/10/2024";"";0;0;0;0;"71111 - Architectural activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15142956";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/09/2024";""
"1105 HOLDINGS LTD";"15146602";"";"";"C/O DAINS ACCOUNTANTS ETRURIA OFFICE VILLAGE, FORGE LANE";"ETRURIA";"STOKE-ON-TRENT";"STAFFORDSHIRE";"UNITED KINGDOM";"ST1 5RQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";1;1;0;0;"64209 - Activities of other holding companies n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15146602";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"1111 INDIAN BAZAAR LIMITED";"SC781664";"";"";"0/1 35 DOVER STREET";"";"GLASGOW";"";"SCOTLAND";"G3 7BH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"47770 - Retail sale of watches and jewellery in specialised stores";"";"";"";0;0;"http://business.data.gov.uk/id/company/SC781664";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"1111UMIN LTD";"SC782342";"";"";"FLAT 1/14";"149 INGRAM STREET";"GLASGOW";"";"UNITED KINGDOM";"G1 1DW";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"72110 - Research and experimental development on biotechnology";"";"";"";0;0;"http://business.data.gov.uk/id/company/SC782342";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"112 CATERING LTD";"15125000";"";"";"140 LEE LANE";"";"BOLTON";"";"ENGLAND";"BL6 7AF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"56103 - Take-away food shops and mobile food stands";"";"";"";0;0;"http://business.data.gov.uk/id/company/15125000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"112 EVENTS LTD";"15124991";"";"";"140 LEE LANE";"";"BOLTON";"";"ENGLAND";"BL6 7AF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"56210 - Event catering activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15124991";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"112 PIZZA LTD";"15124975";"";"";"140 LEE LANE";"";"BOLTON";"";"ENGLAND";"BL6 7AF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"56210 - Event catering activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15124975";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"112GW NAILSEA LIMITED";"15145332";"";"";"STUDIO 202";"BARFORD STREET";"BIRMINGHAM";"";"ENGLAND";"B5 7EP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-18";30;9;"18/06/2025";"";"NO ACCOUNTS FILED";"16/10/2024";"";0;0;0;0;"56103 - Take-away food shops and mobile food stands";"";"";"";0;0;"http://business.data.gov.uk/id/company/15145332";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"01/10/2024";""
"11:11 MAINTENANCE LTD";"15129338";"";"";"43 CHAPEL STREET";"";"HYDE";"";"ENGLAND";"SK14 1DN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-11";30;9;"11/06/2025";"";"NO ACCOUNTS FILED";"09/10/2024";"";0;0;0;0;"95240 - Repair of furniture and home furnishings";"";"";"";0;0;"http://business.data.gov.uk/id/company/15129338";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24/09/2024";""
"11STARTRAVEL LTD";"15161484";"";"";"19-20 BRADFORD STREET";"";"WALSALL";"";"ENGLAND";"WS1 1PB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-25";30;9;"25/06/2025";"";"NO ACCOUNTS FILED";"23/10/2024";"";0;0;0;0;"79110 - Travel agency activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15161484";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"08/10/2024";""
"11UMIN LTD";"SC782669";"";"";"1/14 149 INGRAM STREET";"";"GLASGOW";"";"SCOTLAND";"G1 1DW";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"72110 - Research and experimental development on biotechnology";"";"";"";0;0;"http://business.data.gov.uk/id/company/SC782669";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"11XI LUXURY LETS LTD";"15146535";"";"";"102 TREVINO DRIVE";"";"LEICESTER";"";"ENGLAND";"LE4 7PH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15146535";"26/09/2023";"11X1 LUXURY LETS LTD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"12 DEGREE TILT LTD";"15123463";"";"";"86-90 PAUL STREET";"";"LONDON";"ENGLAND";"UNITED KINGDOM";"EC2A 4NE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-07";30;9;"07/06/2025";"";"NO ACCOUNTS FILED";"05/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15123463";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20/09/2024";""
"12 PORCHESTER SQUARE LTD";"15148746";"";"";"128 CITY ROAD";"";"LONDON";"";"UNITED KINGDOM";"EC1V 2NX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"68100 - Buying and selling of own real estate";"";"";"";0;0;"http://business.data.gov.uk/id/company/15148746";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"12 SEPTEMBER STUDIO LIMITED";"15164531";"";"";"124-128 CITY ROAD";"";"LONDON";"";"ENGLAND";"EC1V 2NX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-26";30;9;"26/06/2025";"";"NO ACCOUNTS FILED";"24/10/2024";"";0;0;0;0;"59120 - Motion picture, video and television programme post-production activities";"59131 - Motion picture distribution activities";"";"";0;0;"http://business.data.gov.uk/id/company/15164531";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"09/10/2024";""
"12 WHITTINGSTALL ROAD RTM COMPANY LIMITED";"15178308";"";"";"12 WHITTINGSTALL ROAD";"";"LONDON";"";"UNITED KINGDOM";"SW6 4ED";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15178308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"1202 LTD";"15145318";"";"";"128 CITY ROAD";"";"LONDON";"";"UNITED KINGDOM";"EC1V 2NX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-18";30;9;"18/06/2025";"";"NO ACCOUNTS FILED";"16/10/2024";"";0;0;0;0;"74909 - Other professional, scientific and technical activities n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15145318";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"01/10/2024";""
"1207 KITCHEN LTD";"15157735";"";"";"313 BOLTON ROAD";"";"BURY";"";"UNITED KINGDOM";"BL8 2PD";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-23";30;9;"23/06/2025";"";"NO ACCOUNTS FILED";"21/10/2024";"";0;0;0;0;"56101 - Licensed restaurants";"";"";"";0;0;"http://business.data.gov.uk/id/company/15157735";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"06/10/2024";""
"1209 PROPERTY GROUP LTD";"15115106";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-05";30;9;"05/06/2025";"";"NO ACCOUNTS FILED";"03/10/2024";"";0;0;0;0;"68310 - Real estate agencies";"";"";"";0;0;"http://business.data.gov.uk/id/company/15115106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18/09/2024";""
"121 GROUP SERVICES LTD";"15126783";"";"";"B940, ROOM 30, INNOVATION BUILDING";"KENT SCIENCE PARK, POPJACK ROAD";"SITTINGBOURNE";"";"ENGLAND";"ME9 8PS";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-10";30;9;"10/06/2025";"";"NO ACCOUNTS FILED";"08/10/2024";"";0;0;0;0;"70229 - Management consultancy activities other than financial management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15126783";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23/09/2024";""
"121 PAYROLL SERVICES LTD";"15128387";"";"";"B940 , ROOM 30, INNOVATION BUILDING, KENT SCIENCE PARK";"POPJAK ROAD";"SITTINGBOURNE";"";"ENGLAND";"ME9 8PS";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-10";30;9;"10/06/2025";"";"NO ACCOUNTS FILED";"08/10/2024";"";0;0;0;0;"64999 - Financial intermediation not elsewhere classified";"82110 - Combined office administrative service activities";"82990 - Other business support service activities n.e.c.";"";0;0;"http://business.data.gov.uk/id/company/15128387";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/11/2024";"14/11/2023"
"121 PROPERTY GROUP LTD";"15158433";"";"";"4 BOLSHAW FARM LANE";"HEALD GREEN";"CHEADLE";"";"ENGLAND";"SK8 3PP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-23";30;9;"23/06/2025";"";"NO ACCOUNTS FILED";"21/10/2024";"";0;0;0;0;"68320 - Management of real estate on a fee or contract basis";"";"";"";0;0;"http://business.data.gov.uk/id/company/15158433";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"06/10/2024";""
"121 SPECIALIST CARERS LIMITED";"15141773";"";"";"VANTAGE HOUSE EUXTON LANE";"EUXTON";"CHORLEY";"LANCASHIRE";"ENGLAND";"PR7 6TB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"88990 - Other social work activities without accommodation n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15141773";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"121 VENTURE LTD";"15124112";"";"";"2ND FLOOR COLLEGE HOUSE";"17 KING EDWARDS ROAD,";"RUISLIP,";"LONDON,";"UNITED KINGDOM";"HA4 7AE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-08";30;9;"08/06/2025";"";"NO ACCOUNTS FILED";"06/10/2024";"";0;0;0;0;"45112 - Sale of used cars and light motor vehicles";"68320 - Management of real estate on a fee or contract basis";"70229 - Management consultancy activities other than financial management";"";0;0;"http://business.data.gov.uk/id/company/15124112";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/09/2024";""
"1212 HOLDINGS LTD";"15108656";"";"";"29 TRAFALGAR WAY";"";"MANSFIELD";"NOTTINGHAMSHIRE";"UNITED KINGDOM";"NG19 8RJ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-01";30;9;"01/06/2025";"";"NO ACCOUNTS FILED";"29/09/2024";"";0;0;0;0;"64209 - Activities of other holding companies n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15108656";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/09/2024";""
"1219 HOUSING LIMITED";"15120060";"";"";"73 BENTLEY ROAD NORTH";"";"WALSALL";"";"ENGLAND";"WS2 0DF";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"68209 - Other letting and operating of own or leased real estate";"";"";"";0;0;"http://business.data.gov.uk/id/company/15120060";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"1228 LTD";"15129669";"";"";"70 ETHERLEY ROAD";"";"LONDON";"";"ENGLAND";"N15 3AU";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-11";30;9;"11/06/2025";"";"NO ACCOUNTS FILED";"09/10/2024";"";0;0;0;0;"62012 - Business and domestic software development";"";"";"";0;0;"http://business.data.gov.uk/id/company/15129669";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24/09/2024";""
"123 AKD LTD";"NI701834";"";"";"OFFICE 17, FLOOR 4, MARLBOROGH HOUSE";"32 VICTORIA STREET";"BELFAST";"";"UNITED KINGDOM";"BT1 3GG";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"47190 - Other retail sale in non-specialised stores";"";"";"";0;0;"http://business.data.gov.uk/id/company/NI701834";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"123 ENTERTAINMENT & MANAGEMENT LTD";"15143166";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-17";30;9;"17/06/2025";"";"NO ACCOUNTS FILED";"15/10/2024";"";0;0;0;0;"74909 - Other professional, scientific and technical activities n.e.c.";"90010 - Performing arts";"93290 - Other amusement and recreation activities n.e.c.";"";0;0;"http://business.data.gov.uk/id/company/15143166";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/09/2024";""
"123 TABLET LTD";"SC783294";"";"";"60 KINGSTON AVENUE";"NEILSTON";"GLASGOW";"";"SCOTLAND";"G78 3JG";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-21";30;9;"21/06/2025";"";"NO ACCOUNTS FILED";"19/10/2024";"";0;0;0;0;"10822 - Manufacture of sugar confectionery";"47240 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores";"";"";0;0;"http://business.data.gov.uk/id/company/SC783294";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"04/10/2024";""
"123 TRAINING ACADEMY LIMITED";"15172990";"";"";"C/O AXT ACCOUNTANTS 5300 LAKESIDE";"CHEADLE ROYAL BUSINESS PARK";"CHEADLE";"CHESHIRE";"ENGLAND";"SK8 3GP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-28";30;9;"28/06/2025";"";"NO ACCOUNTS FILED";"26/10/2024";"";0;0;0;0;"78109 - Other activities of employment placement agencies";"";"";"";0;0;"http://business.data.gov.uk/id/company/15172990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11/10/2024";""
"129 ONLINE STORE LTD";"15160825";"";"";"FOUR ACRES STUD";"COVENTRY ROAD";"BEDWORTH";"WARWICKSHIRE";"UNITED KINGDOM";"CV12 9NB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-24";30;9;"24/06/2025";"";"NO ACCOUNTS FILED";"22/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15160825";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"07/10/2024";""
"12ELITE LTD";"15133810";"";"";"71-75 SHELTON STREET";"COVENT GARDEN";"LONDON";"";"UNITED KINGDOM";"WC2H 9JQ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"85590 - Other education n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15133810";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"12K GREEN E-MOBILITY UK LTD";"15154429";"";"";"FIRST FLOOR OFFICE";"3 HORNTON PLACE";"LONDON";"";"UNITED KINGDOM";"W8 4LZ";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-21";30;9;"21/06/2025";"";"NO ACCOUNTS FILED";"19/10/2024";"";0;0;0;0;"45111 - Sale of new cars and light motor vehicles";"";"";"";0;0;"http://business.data.gov.uk/id/company/15154429";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15/10/2024";"01/10/2023"
"13 BIRDHURST ROAD SOUTH CROYDON FREEHOLD COMPANY LIMITED";"15177478";"";"";"13 BIRDHURST ROAD";"";"SOUTH CROYDON";"";"UNITED KINGDOM";"CR2 7EF";"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15177478";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"13 EPA LTD";"15129528";"";"";"OTLEY POST OFFICE";"NELSON STREET";"LEEDS";"";"ENGLAND";"LS21 1ST";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-11";30;9;"11/06/2025";"";"NO ACCOUNTS FILED";"09/10/2024";"";0;0;0;0;"53100 - Postal activities under universal service obligation";"";"";"";0;0;"http://business.data.gov.uk/id/company/15129528";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24/09/2024";""
